"id_medicament","Code_EAN_13","Nom","Image_URL","Présentation","Dosage","Distributeur_ou_fabriquant","Composition","Classe_thérapeutique","Statut","Code_ATC","PPV","Prix_hospitalier","Tableau","Indications","Min_Stock","Stock_Actuel","url_medicament"
"5928","6118000220176","VOLTARENE 25 MG, Suppositoire","https://medicament.ma/image/15791/","Boîte de 10",,"NOVARTIS PHARMA MAROC","Diclofenac","Anti-inflammatoire non stéroïdien","Commercialisé","S01BC03","15.30","9.60","A","Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles.• CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au :o Traitement symptomatique au long cours :§ des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ;§ de certaines arthroses douloureuses et invalidantes.o Traitement symptomatique de courte durée des poussées aiguës de :§ rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites),§ arthrites microcristallines,§ arthroses,§ lombalgies, radiculalgies sévères.","0","0","https://medicament.ma/?choice=barcode&s=6118000220176"
"5929","6118001271078","DEFLAZACORTE GT 30 MG, Comprimé","https://medicament.ma/image/15791/","Boite de 10","30 MG","ATLAS PHARM","Déflazacorte","Glucocorticoïde systémique","Commercialisé","H02AB13","96.90","60.60","A",,"0","0","https://medicament.ma/?choice=barcode&s=6118001271078"
"5930","6118000031000","ALGANTIL 5 %, Gel dermique","https://medicament.ma/image/15791/","Tube de 100 g","5 %","LAPROPHAN","Ibuprofène","Anti-inflammatoire non stéroïdien","Commercialisé","M02AA13","72.80","45.40","C","Traitement symptomatique local de courte durée, chez l'adulte et l'enfant de plus de 15 ans:- traumatologie bénigne: entorses (foulures), contusions.","0","0","https://medicament.ma/?choice=barcode&s=6118000031000"
"5931","6118000170228","CANESTENE EXTRA, Crème","https://medicament.ma/image/15791/","Tube de 15 g",,"BAYER S.A","Bifonazole","Antifongique topique, dérivé de l'imidazole","Commercialisé","D01AC10","59.80","37.40","Aucun",,"0","0","https://medicament.ma/?choice=barcode&s=6118000170228"
"5932","6118000240761","RIACEN 20 MG, Suppositoire","https://medicament.ma/image/15791/","Boîte de 10","20 MG","PROMOPHARM (HIKMA)","Piroxicam","Anti-inflammatoire non stéroïdien, oxicam","Commercialisé","M01AC01","47.40","29.60","A","Le piroxicam est indiqué dans le traitement symptomatique de l’arthrose, la polyarthrite rhumatoïde ou la spondylarthrite ankylosante. En raison de son profil de tolérance, le piroxicam ne doit pas être utilisé en traitement de première intention lorsqu’un traitement par AINS est indiqué.La décision de prescrire une spécialité contenant du piroxicam doit être basée sur l’évaluation de l’ensemble des risques spécifiques à chaque patient.","0","0","https://medicament.ma/?choice=barcode&s=6118000240761"
"5933","6118000080060","AIRTAL 100 MG, Comprimé enrobé","https://medicament.ma/image/15791/","Boîte de 20","100 MG","COOPER PHARMA","Acéclofenac","Anti-inflammatoire non stéroïdien","Commercialisé","M01AB16","54.20","33.80","C","L'acéclofénac est indiqué chez les adultes dans le traitement symptomatique de la douleur et de l’inflammation dans l’arthrose, la polyarthrite rhumatoïde et la spondylarthrite ankylosante.","0","0","https://medicament.ma/?choice=barcode&s=6118000080060"
"5934","6118001180653","CLIMASTON 2 MG / 10 MG, Comprimé pelliculé [C]","https://medicament.ma/image/15791/","Boîte de 28","2 MG | 10 MG","MAPHAR","Estradiol | Dydrogesterone","Progestatif et estrogène pour administration séquentielle","Commercialisé","G03FB08","86.00","53.70","A","Traitement hormonal substitutif (THS) des symptômes de déficit en estrogènes chez les femmes ménopausées dont les dernières règles datent d’au moins 12 mois.Prévention de l’ostéoporose post-ménopausique chez les femmes ayant un risque accru de fracture ostéoporotique et présentant une intolérance ou une contre-indication aux autres traitements indiqués dans la prévention de l’ostéoporose.L’expérience de ce traitement chez les femmes âgées de plus de 65 ans est limitée.","0","0","https://medicament.ma/?choice=barcode&s=6118001180653"
"5935","6118001100705","CERAZETTE 0.075 MG, Comprimé pelliculé [C]","https://medicament.ma/image/15791/","Boîte de 28","0.075 MG","MSD MAROC","Desogestrel","Contraceptif hormonal monocomposé, progestatif","Commercialisé","G03AC09","56.10","35.00","A","Contraception orale","0","0","https://medicament.ma/?choice=barcode&s=6118001100705"
"5936","6118000190752","PERNABOL 4 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 30","4 MG","GALENICA","Cyproheptadine","Antihistaminique à usage systèmique","Commercialisé","R06AX02","15.70","9.80","Aucun","Traitement symptomatique des manifestations allergiques diverses :- rhinite (saisonnière ou perannuelle),- conjonctivite,- urticaire.","0","0","https://medicament.ma/?choice=barcode&s=6118000190752"
"5937","6118001160112","EZETROL 10 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 28","10 MG","MSD MAROC","Ezétimibe","Hypolipémiants, Inhibiteurs de l'absorption du cholésterol","Commercialisé","C10AX09","375.00","249.00","A","Hypercholestérolémie primaireEZETROL en association avec un inhibiteur de l'HMG-CoA-Réductase (statine) ou en monothérapie diminue, en accompagnement d'un régime, les valeurs trop élevées de cholestérol total, de cholestérol LDL, d'apolipoprotéine B, de triglycérides ainsi que de cholestérol non HDL et augmente le taux de cholestérol HDL chez les patients atteints d'hypercholestérolémie primaire (familiale hétérozygote et non familiale).EZETROLen association avec du fénofibrate diminue, à côté d'un régime, les valeurs élevées de cholestérol total, de cholestérol LDL et d'apolipoprotéine B et de cholestérol non HDL chez les patients atteints d'hyperlipidémie mixte.Hypercholestérolémie familiale homozygoteEZETROL, en association avec une statine, diminue les valeurs trop élevées de cholestérol total et de cholestérol LDL chez les patients atteints d'hypercholestérolémie familiale homozygote. Les patients peuvent bénéficier d'autres traitements concomitants (comme une aphérèse LDL).Sitostérolémie homozygote (phytostérolémie)EZETROL diminue les valeurs trop élevées de sitostérol et de campestérol chez les patients atteints de sitostérolémie homozygote.Aucun effet bénéfique de EZETROL sur la morbidité et la mortalité cardiovasculaires n'a encore été démontré.","0","0","https://medicament.ma/?choice=barcode&s=6118001160112"
"5938","6118001181384","HYPNOMIDATE 2 MG / ML, Solution injectable [P]","https://medicament.ma/image/15791/","5 ampoules de 10 ml","2 MG / ML","MAPHAR","Etomidate","Anesthésique général","Commercialisé","N01AX07","203.00","127.50","A","Hypnotique pur à brève durée d'action, l'étomidate 2 mg/ml peut être utilisé comme :- agent inducteur de l'anesthésie générale,- potentialisateur d'agents anesthésiques gazeux ou volatils,- agent hypnotique unique pour des interventions peu douloureuses de courte durée nécessitant un réveil rapide.","0","0","https://medicament.ma/?choice=barcode&s=6118001181384"
"5939","6118000240389","FENAC 1 %, Gel dermique","https://medicament.ma/image/15791/","Tube de 50 g","1 %","PROMOPHARM (HIKMA)","Diclofenac","Anti-inflammatoire non stéroïdien (AINS), dérivé de l'acide acétique","Commercialisé","M02AA15","37.60","23.50","Aucun","Chez l’adulte (à partir de 15 ans) :- Traitement local de courte durée en cas de traumatisme bénin: entorse (foulure), contusion ;- Traitement local d’appoint des douleurs d’origine musculaire et tendino-ligamentaire ;- Traitement symptomatique des poussées douloureuses de l’arthrose, après au moins un avis médical.","0","0","https://medicament.ma/?choice=barcode&s=6118000240389"
"5940","6118001100569","PUREGON 100 UI / 0.5 ML IM ou SC, Solution Injectable","https://medicament.ma/image/15791/","Boîte de 5+5","100 UI / 0.5 ML","MSD MAROC","Follitropine bêta","Gonadotrophine, rhFSH-beta","Commercialisé","G03GA06","2000.00","1750.00","A","Chez les femmes adultes :Puregon est indiqué pour le traitement de l’infertilité féminine dans les situations cliniques suivantes :# Anovulation (y compris le syndrome des ovaires polykystiques - SOPK) chez les femmes nerépondant pas au traitement par le citrate de clomifène.# Hyperstimulation ovarienne contrôlée pour induire le développement de follicules multiplesdans le cadre des programmes de procréation médicalement assistée [par exemple, fécondationin vitro avec transfert d'embryon (FIVETE), transfert de gamètes dans les trompes (GIFT),injection intracytoplasmique de spermatozoïde (ICSI)].Chez les hommes adultes :# Déficience de la spermatogenèse due à un hypogonadisme hypogonadotrope","0","0","https://medicament.ma/?choice=barcode&s=6118001100569"
"5941","6118000180494","TOPICORTE 0.25 %, Crème","https://medicament.ma/image/15791/","Flacon de 15 g","0.25 %","SYNTHEMEDIC","Désoximétasone","Corticoïde topique","Commercialisé","D07AC03","23.00","14.40","A",,"0","0","https://medicament.ma/?choice=barcode&s=6118000180494"
"5942","6118001180080","BI-TILDIEM LP 120 MG, Comprimé enrobé à libération prolongée","https://medicament.ma/image/15791/","Boîte de 28","120 MG","MAPHAR","Diltiazem","Inhibiteur calcique","Commercialisé","C08DB01","119.90","74.90","A","Traitement préventif des crises d'angine de poitrine, notamment dans l’angor d’effort, l’angor spontané dont l’angor Prinzmétal.","0","0","https://medicament.ma/?choice=barcode&s=6118001180080"
"5943","6118000032694","NEOFORTAN 40 MG, Comprimé effervescent","https://medicament.ma/image/15791/","Boîte de 10","40 MG","LAPROPHAN","Phloroglucinol","Antispasmodique musculotrope","Commercialisé","A03AX12","37.40","23.40","Aucun","- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires.- Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires : coliques néphrétiques.- Traitement symptomatique des manifestations spasmodiques douloureuses en gynécologie.- Traitement adjuvant des contractions au cours de la grossesse en association au repos.","0","0","https://medicament.ma/?choice=barcode&s=6118000032694"
"5944","6118000161301","DERMOVAL 0.05 %, Gel","https://medicament.ma/image/15791/","Flacon de 20 ml","0.05 %","GLAXO SMITHKLINE","Clobétasol","Corticostéroïde topique d'activité très forte (classe IV)","Commercialisé","D07AD01","37.40","23.40","A","Dermatoses inflammatoires cortico-sensibles du cuir chevelu ; plus particulièrement :- psoriasis du cuir chevelu,- dermite séborrhéique du cuir chevelu.","0","0","https://medicament.ma/?choice=barcode&s=6118000161301"
"5945","6118001250158","CARBOPLATINE DBL 450 MG / 45 ML, Solution pour perfusion","https://medicament.ma/image/15791/","Flacon de 45 ml","450 MG / 45 ML","PFIZER MAROC","Carboplatine","Cytostatique, organoplatine","Commercialisé","L01XA02","1493.00","1228.00","A","En monothérapie ou en association dans le traitement du carcinome ovarien, du carcinome bronchique à petites cellules, de tumeurs au niveau ORL et du cancer du col de l'utérus.Pour les cancers du domaine ORL, la monothérapie devrait être associée à une radiothérapie.En cas de cancer de la vessie, le carboplatine est indiqué uniquement en association avec d'autres cytostatiques.","0","0","https://medicament.ma/?choice=barcode&s=6118001250158"
"5946","6118001181957","PERMIXON 160 MG, Gélule","https://medicament.ma/image/15791/","Boîte de 30","160 MG","MAPHAR","Serenoa repens","Médicament utilisé dans l'hypertrophie bénigne de la prostate","Commercialisé","G04CX02","143.30","89.50","C","Traitement des troubles mictionnels modérés liés à l'hypertrophie bénigne de la prostate chez l’homme adulte.","0","0","https://medicament.ma/?choice=barcode&s=6118001181957"
"5947","6118000030980","ALGANTIL 5 %, Gel dermique","https://medicament.ma/image/15791/","Tube de 25 g","5 %","LAPROPHAN","Ibuprofène","Anti-inflammatoire non stéroïdien","Commercialisé","M02AA13","24.60","15.40","C","Traitement symptomatique local de courte durée, chez l'adulte et l'enfant de plus de 15 ans:- traumatologie bénigne: entorses (foulures), contusions.","0","0","https://medicament.ma/?choice=barcode&s=6118000030980"
"5948","6118000120162","ARACTINE 4 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 30","4 MG","POLYMEDIC","Cyproheptadine","Antihistaminique à usage systèmique","Commercialisé","R06AX02","16.10","10.10",,"Traitement symptomatique des manifestations allergiques diverses :- rhinite (saisonnière ou perannuelle),- conjonctivite,- urticaire.","0","5","https://medicament.ma/?choice=barcode&s=6118000120162"
"5949","6118000410522","AFLAMIC 15 MG, Comprimé","https://medicament.ma/image/15791/","Boite de 20","15 MG","DEVA PHARMACEUTIQUE","Meloxicam","Anti-inflammatoire non stéroïdien","Commercialisé","M01AC06","72.60","45.40","A","Le méloxicam est utilisé pour réduire l’inflammation et la douleur dans les articulations et les muscles.Il est indiqué chez l’adulte et l’enfant âgé de 16 ans et plus.MELOXICAM est utilisé dans les cas suivants :- traitement de courte durée des douleurs aiguës d'arthrose ;- traitement de longue durée : de la polyarthrite rhumatoïde et de la spondylarthrite ankylosante.","0","5","https://medicament.ma/?choice=barcode&s=6118000410522"
"5950","6118000290087","PERIACTINE 4 MG, Comprimé pelliculé","https://medicament.ma/image/15791/","Boîte de 30","4 MG","SOTHEMA","Cyproheptadine","Antihistaminique à usage systèmique","Commercialisé","R06AX02","16.10","10.10",,"Traitement symptomatique des manifestations allergiques diverses :· rhinite (saisonnière ou perannuelle),· conjonctivite,· urticaire.","0","0","https://medicament.ma/?choice=barcode&s=6118000290087"
"5951","6118001183340","TANGANIL 500 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 30","500 MG","MAPHAR","Acétylleucine","Antivertigineux","Commercialisé","N07CA04","46.80","29.30","Aucun","Traitement symptomatique de la crise vertigineuse.","0","0","https://medicament.ma/?choice=barcode&s=6118001183340"
"5952","6118000081630","CRISTAL NOURRISSON, Suppositoire","https://medicament.ma/image/15791/","Boîte de 10",,"COOPER PHARMA","Glycerol","Laxatif","Commercialisé","A06AX01","8.40","5.30","Aucun","Constipations","0","0","https://medicament.ma/?choice=barcode&s=6118000081630"
"5953","6118001070374","LACRYVISC 0.3 %, Gel ophtalmique","https://medicament.ma/image/15791/","Tube de 15 g","0.3 %","SOTHEMA","Carbomère 974 P","Substitut lacrymal","Commercialisé","S01XA20","70.40","44.00","Aucun","Traitement symptomatique du syndrome de l’œil sec.","0","0","https://medicament.ma/?choice=barcode&s=6118001070374"
